# Item reference — generated from item_db.json
# id	aegis_name	name	type	script	on_equip_script	on_unequip_script	notes
4254	Tirfing_Card	Ogretooth Card	IT_CARD	bonus2 bSubSize,Size_Medium,25;   bonus bDef,1;			
4255	Orc_Lady_Card	Orc Lady Card	IT_CARD	bonus2 bAddRace2,RC2_Orc,30;			
4256	Orc_Archer_Card	Orc Archer Card	IT_CARD	bonus3 bAddMonsterDropItem,12034,RC_DemiPlayer,100;			
4257	Wild_Rose_Card	Wild Rose Card	IT_CARD	bonus bAgi,1;   if(BaseClass==Job_Thief) bonus bFlee2,5;			
4258	Wicked_Nymph_Card	Evil Nymph Card	IT_CARD	bonus bInt,1;   bonus bMaxSP,50;			
4259	Wooden_Golem_Card	Wooden Golem Card	IT_CARD	bonus bDef,1;   bonus bHPrecovRate,30;			
4260	Wootan_Shooter_Card	Wootan Shooter Card	IT_CARD	bonus bDef,1;   bonus2 bResEff,Eff_Confusion,2000;			
4261	Wootan_Fighter_Card	Wootan Fighter Card	IT_CARD	bonus bDef,1;   bonus2 bResEff,Eff_Bleeding,2000;			
4262	Evil_Cloud_Hermit_Card	Cloud Hermit Card	IT_CARD	bonus3 bAddMonsterDropItem,12029,RC_Plant,100;			
4263	Incant_Samurai_Card	Samurai Spector Card	IT_CARD	bonus bIgnoreDefRace,RC_NonBoss;   bonus bHPrecovRate,-100;   bonus2 bHPLossRate,666,10000;			
4264	Wind_Ghost_Card	Wind Ghost Card	IT_CARD	bonus3 bAutoSpell,WZ_JUPITEL,3+7*(getskilllv(WZ_JUPITEL)==10),20;			
4265	Li_Me_Mang_Ryang_Card	Jing Guai Card	IT_CARD	bonus3 bAddMonsterDropItem,12033,RC_Angel,100;			
4266	Eclipse_Card	Eclipse Card	IT_CARD	bonus bVit,1;			
4267	Explosion_Card	Explosion Card	IT_CARD	bonus2 bSubRace,RC_Dragon,-20;   bonus2 bExpAddRace,RC_Dragon,10;			
4268	Injustice_Card	Injustice Card	IT_CARD	bonus3 bAutoSpell,AS_SONICBLOW,1,50;			
4269	Incubus_Card	Incubus Card	IT_CARD	bonus bInt,-3;   bonus bSPrecovRate,-20;   bonus bMaxSP,150;			
4270	Giant_Spider_Card	Giant Spider Card	IT_CARD	bonus2 bAddEffWhenHit,Eff_Poison,600;			
4271	Giant_Honet_Card	Giant Hornet Card	IT_CARD	bonus2 bSubEle,Ele_Wind,10;   bonus3 bAddMonsterDropItem,992,RC_Insect,100;			
4272	Dancing_Dragon_Card	Zhu Po Long Card	IT_CARD	bonus bAgi,1;   bonus bCritical,3;			
4273	Shellfish_Card	Shell Fish Card	IT_CARD	bonus bBaseAtk,5;   bonus2 bAddDamageClass,1073,30;			
4274	Zombie_Master_Card	Zombie Master Card	IT_CARD	bonus2 bSPGainRace,RC_Undead,5;			
4275	Zombie_Prisoner_Card	Zombie Prisoner Card	IT_CARD	bonus2 bSubRace,RC_Undead,-20;   bonus2 bExpAddRace,RC_Undead,10;			
4276	Lord_Of_Death_Card	Lord of The Dead Card	IT_CARD	bonus3 bAddEff,Eff_Stun,500,ATF_SHORT;   bonus3 bAddEff,Eff_Curse,500,ATF_SHORT;   bonus3 bAddEff,Eff_Silence,500,ATF_SHORT;   bonus3 bAddEff,Eff_Poison,500,ATF_SHORT;   bonus3 bAddEff,Eff_Bleeding,500,ATF_SHORT;   bonus2 bWeaponComaRace,RC_NonBoss,1;			
4277	Zherlthsh_Card	Zealotus Card	IT_CARD	bonus bLuk,2;   bonus2 bSkillAtk,BA_MUSICALSTRIKE,10;   bonus2 bSkillAtk,DC_THROWARROW,10;			
4278	Gibbet_Card	Gibbet Card	IT_CARD	if(getrefine()<6) bonus bMdef,5;			
4279	Deleter_Card	Earth Deleter Card	IT_CARD	bonus bSPrecovRate,-100;   bonus bSPGainValue,10;			
4280	Geographer_Card	Geographer Card	IT_CARD	bonus3 bAutoSpellWhenHit,AL_BLESSING,2+8*(getskilllv(AL_BLESSING)==10),30;			
4281	Zipper_Bear_Card	Zipper Bear Card	IT_CARD	bonus bBaseAtk,30;   bonus2 bSPDrainValue,-1,0;   if(BaseClass==Job_Merchant) bonus bUnbreakableWeapon,0;			
4282	Tengu_Card	Tengu Card	IT_CARD	bonus bAddMonsterDropChainItem,ITMCHAIN_HEAL;			
4283	Greatest_General_Card	Greatest General Card	IT_CARD	bonus3 bAutoSpell,MO_CALLSPIRITS,5,2+18*(BaseClass==Job_Acolyte);			
4284	Chepet_Card	Chepet Card	IT_CARD	bonus4 bAutoSpell,AL_HEAL,5,50,1;			
4285	Choco_Card	Choco Card	IT_CARD	bonus bFlee2,5;   bonus bFlee,10;			
4286	Karakasa_Card	Karakasa Card	IT_CARD	bonus2 bAddEffWhenHit,Eff_Confusion,300+600*(readparam(bStr)>=77);			
4287	Kapha_Card	Kapha Card	IT_CARD	if(getrefine()<6) bonus bMdef,8;			
4288	Carat_Card	Carat Card	IT_CARD	bonus bInt,2;   if(getrefine()>8) bonus bMaxSP,150;			
4289	Caterpillar_Card	Caterpillar Card	IT_CARD	bonus2 bSPGainRace,RC_Plant,5;			
4290	Cat_O_Nine_Tail_Card	Cat O' Nine Tails Card	IT_CARD	bonus bMdef,3;   bonus bMagicDamageReturn,5;			
4291	Kobold_Leader_Card	Kobold Leader Card	IT_CARD	bonus2 bAddRace2,RC2_Kobold,30;			
4292	Kobold_Archer_Card	Kobold Archer Card	IT_CARD	bonus bCritAtkRate,10;   bonus2 bCriticalAddRace,RC_Plant,7;			
4293	Cookie_Card	Cookie Card	IT_CARD	bonus bLuk,2;   bonus2 bSkillAtk,AL_HOLYLIGHT,10;			
4294	Quve_Card	Quve Card	IT_CARD	if(BaseJob==Job_Novice||BaseJob==Job_SuperNovice) bonus3 bAutoSpellWhenHit,AL_INCAGI,1,100;			
4295	Kraben_Card	Kraben Card	IT_CARD	bonus2 bAddEffWhenHit,Eff_Blind,600;			
4296	Cramp_Card	Cramp Card	IT_CARD	bonus2 bGetZenyNum,500,1;			
4297	Cruiser_Card	Cruiser Card	IT_CARD	bonus bCritAtkRate,10;   bonus2 bCriticalAddRace,RC_Brute,7;			
4298	Cremy_Fear_Card	Creamy Fear Card	IT_CARD	bonus2 bAddEffWhenHit,Eff_Confusion,600;			
4299	Clock_Card	Clock Card	IT_CARD	bonus3 bAutoSpellWhenHit,CR_AUTOGUARD,3+7*(getskilllv(CR_AUTOGUARD)==10),30;			
4300	Chimera_Card	Chimera Card	IT_CARD	bonus2 bAddEffWhenHit,Eff_Poison,300+600*(BaseJob==Job_Assassin);			
4301	Killer_Mantis_Card	Killer Mantis Card	IT_CARD	bonus2 bAddEffWhenHit,Eff_Bleeding,600;			
4302	Tao_Gunka_Card	Tao Gunka Card	IT_CARD	bonus bMaxHPrate,100;   bonus bDef,-50;   bonus bMdef,-50;			
4303	Whisper_Boss_Card	Giant Whisper Card	IT_CARD	bonus bFlee,10;   if(readparam(bStr)>=80) bonus bBaseAtk,20;   if(readparam(bVit)>=80) bonus bMaxHPrate,3;   if(readparam(bLuk)>=80) bonus bCritical,3;			
4304	Tamruan_Card	Tamruan Card	IT_CARD	bonus bDef,2;   bonus2 bSkillAtk,CR_SHIELDCHARGE,10;   bonus2 bSkillAtk,CR_SHIELDBOOMERANG,10;			
4305	Turtle_General_Card	Turtle General Card	IT_CARD	bonus2 bAddRace, RC_All, 20;   bonus3 bAutoSpell,SM_MAGNUM,10,30;			
4306	Toad_Card	Toad Card	IT_CARD	bonus bFlee2,1;			
4307	Kind_Of_Beetle_Card	Beetle King Card	IT_CARD	bonus2 bSPGainRace,RC_Fish,5;			
4308	Tri_Joint_Card	Tri Joint Card	IT_CARD	bonus2 bSPGainRace,RC_Formless,5;			
4309	Parasite_Card	Parasite Card	IT_CARD	bonus bDef,1;   bonus2 bSubEle,Ele_Neutral,5;			
4310	Panzer_Goblin_Card	Panzer Goblin Card	IT_CARD	bonus bCritAtkRate,10;   bonus2 bCriticalAddRace,RC_Demon,7;			
4311	Permeter_Card	Permeter Card	IT_CARD	bonus2 bSubEle,Ele_Dark,15;   bonus2 bSubEle,Ele_Undead,15;			
4312	Fur_Seal_Card	Seal Card	IT_CARD	bonus bFlee,3;   bonus bHit,10;   if(BaseClass==Job_Acolyte) {    bonus2 bCriticalAddRace,RC_Undead,9;    bonus2 bCriticalAddRace,RC_Demon,9;   }			
4313	Punk_Card	Punk Card	IT_CARD	bonus4 bAutoSpellWhenHit,WZ_QUAGMIRE,1+4*(getskilllv(WZ_QUAGMIRE)==5),50,0;			
4314	Penomena_Card	Penomena Card	IT_CARD	bonus2 bSubRace,RC_Formless,30;			
4315	Pest_Card	Pest Card	IT_CARD	bonus2 bAddEffWhenHit,Eff_Stone,300+600*(readparam(bInt)>=77);			
4316	Fake_Angel_Card	False Angel Card	IT_CARD	bonus2 bSPGainRace,RC_Angel,5;			
4317	Mobster_Card	Mobster Card	IT_CARD	bonus bCritAtkRate,15;   if(BaseClass==Job_Thief) bonus bCritical,4;			
4318	Knight_Windstorm_Card	Stormy Knight Card	IT_CARD	bonus3 bAutoSpell,WZ_STORMGUST,2,20;   bonus2 bAddEff,Eff_Freeze,2000;			
4319	Freezer_Card	Freezer Card	IT_CARD	bonus bMaxHP,300;   if(getrefine()>=9) bonus2 bSkillAtk,SM_BASH,10;			
4320	Bloody_Knight_Card	Bloody Knight Card	IT_CARD	bonus3 bAutoSpell,WZ_METEOR,1,20;			
4321	Hylozoist_Card	Hylozoist Card	IT_CARD	bonus bClassChange,100;			
4322	High_Orc_Card	High Orc Card	IT_CARD	bonus bDef,1;   bonus bShortWeaponDamageReturn,5;			
4323	Garm_Baby_Card	Hatii Babe Card	IT_CARD	bonus3 bAutoSpell,MG_FROSTDIVER,3,50;			
4324	Garm_Card	Hatii Card	IT_CARD	bonus2 bAddEffWhenHit,Eff_Freeze,5000;			
4325	Harpy_Card	Harpy Card	IT_CARD	bonus2 bSubEle,Ele_Neutral,15;   bonus2 bSkillAtk,MG_NAPALMBEAT,5;			
4326	See_Otter_Card	Sea-Otter Card	IT_CARD	bonus2(bAddItemHealRate, Shusi, 50);   bonus2(bAddItemHealRate, Fish_Slice, 50);   bonus3(bAddMonsterDropItem, Shusi, RC_Fish, 300);   bonus3(bAddMonsterDropItem, Fish_Slice, RC_Fish, 300);			
4327	Blood_Butterfly_Card	Bloody Butterfly Card	IT_CARD	bonus bCastrate,30;   bonus bNoCastCancel,0;   bonus2 bSkillAtk,MG_FIREWALL,5;			
4328	Hyegun_Card	Yao Jun Card	IT_CARD	bonus bFlee,15;   bonus bCritical,1;			
4329	Phendark_Card	Phendark Card	IT_CARD	bonus2 bSPGainRace,RC_DemiPlayer,5;			
4330	Dark_Snake_Lord_Card	Evil Snake Lord Card	IT_CARD	bonus bInt,3;   bonus2 bResEff,Eff_Blind,10000;   bonus2 bResEff,Eff_Curse,10000;			
4331	Heater_Card	Heater Card	IT_CARD	bonus bCritical,3;   if(BaseClass==Job_Swordman) bonus bFlee2,3;			
4332	Waste_Stove_Card	Waste Stove Card	IT_CARD	bonus bBaseAtk,5;   bonus bInt,1;			
4333	Venomous_Card	Venomous Card	IT_CARD	bonus3 bAddEffWhenHit,Eff_Poison,3000,ATF_TARGET|ATF_SELF;			
4334	Noxious_Card	Noxious Card	IT_CARD	bonus bLongAtkDef,10;   bonus2 bSubEle,Ele_Neutral,10;			
4335	Pitman_Card	Pitman Card	IT_CARD	bonus2 bSkillAtk,WZ_EARTHSPIKE,5;   bonus2 bSkillAtk,WZ_HEAVENDRIVE,5;			
4336	Ungoliant_Card	Ungoliant Card	IT_CARD	bonus bHPrecovRate,10;   bonus2 bResEff,Eff_Bleeding,10000;			
4337	Porcellio_Card	Porcellio Card	IT_CARD	bonus bBaseAtk,25;   bonus bDef,-5;			
4338	Obsidian_Card	Obsidian Card	IT_CARD	bonus bVit,readparam(bDex)/18;			
4339	Mineral_Card	Mineral Card	IT_CARD	bonus bBaseAtk,-25;   bonus bDef,3;			
4340	Teddy_Bear_Card	Teddy Bear Card	IT_CARD	bonus2 bSubRace,RC_Undead,30;			
4341	Metaling_Card	Metaling Card	IT_CARD	bonus3 bAutoSpell,RG_STRIPWEAPON,1,50;			
4342	Rsx_0806_Card	RSX-0806 Card	IT_CARD	bonus bVit,3;   bonus bUnbreakableArmor,0;   bonus bNoKnockback,0;			
4343	Mole_Card	Holden Card	IT_CARD	bonus bLuk,2;			
4344	Anopheles_Card	Anopheles Card	IT_CARD	bonus3 bAddMonsterDropItem,12058,RC_Insect,50;			
4345	Hill_Wind_Card	Hill Wind Card	IT_CARD	bonus2 bSkillAtk,MG_THUNDERSTORM,5;   bonus2 bSkillAtk,WZ_JUPITEL,5;   bonus2 bSkillAtk,WZ_VERMILION,5;			
4346	Ygnizem_Card	Egnigem Cenia Card	IT_CARD	bonus bStr,readparam(bInt)/18;			
4347	Armaia_Card	Armeyer Dinze Card	IT_CARD	bonus3 bAddMonsterDropItem,12053,RC_Fish,50;			
4348	Whikebain_Card	Wickebine Tres Card	IT_CARD	bonus3 bAutoSpell,RG_STRIPARMOR,1,50;			
4349	Erend_Card	Errende Ebecee Card	IT_CARD	bonus4 bAutoSpellWhenHit,AL_PNEUMA,1,50,0;			
4350	Rawrel_Card	Laurell Weinder Card	IT_CARD	bonus2 bSkillAtk,WZ_FROSTNOVA,3;   bonus2 bSkillAtk,WZ_STORMGUST,3;			
4351	Kavac_Card	Kavach Icarus Card	IT_CARD	if(getrefine()<=4) {    bonus bFlee,20;    bonus bFlee2,1;   }   else {    bonus bFlee,10;   }			
4352	B_Ygnizem_Card	General Egnigem Cenia Card	IT_CARD	bonus bMaxHPrate,10;   bonus bMaxSPrate,10;   bonus2 bHPRegenRate,50,10000;   bonus2 bSPRegenRate,10,10000;			
4353	Removal_Card	Remover Card	IT_CARD	bonus bMaxHP,800-40*getrefine();   bonus bHPrecovRate,10;			
4354	Gemini_Card	Gemini-S58 Card	IT_CARD	if(readparam(bAgi)>=90) {    bonus2 bResEff,Eff_Silence,3000;    bonus2 bResEff,Eff_Stun,3000;   }   if(readparam(bVit)>=80) {    bonus2 bResEff,Eff_Stone,5000;    bonus2 bResEff,Eff_Sleep,5000;   }			
4355	Gremlin_Card	Gremlin Card	IT_CARD	bonus3 bAddMonsterDropItem,12043,RC_Brute,50;			
4356	Beholder_Card	Beholder Card	IT_CARD	skill SA_CASTCANCEL,1;			
4357	B_Seyren_Card	Lord Knight Card	IT_CARD	skill LK_BERSERK,1;   bonus bMaxHPrate,-50;			
4358	Seyren_Card	Seyren Windsor Card	IT_CARD	bonus bStr,getrefine()-6;			
4359	B_Eremes_Card	Assassin Cross Card	IT_CARD	skill AS_CLOAKING,3;			
4360	Eremes_Card	Eremes Guile Card	IT_CARD	bonus2 bCriticalAddRace,RC_DemiPlayer,10;			
4361	B_Harword_Card	MasterSmith Card	IT_CARD	bonus bBreakWeaponRate,1000;   bonus bBreakArmorRate,700;			
4362	Harword_Card	Howard Alt-Eisen Card	IT_CARD	bonus bAspdRate,-5;   bonus bHit,30;			
4363	B_Magaleta_Card	High Priest Card	IT_CARD	bonus5 bAutoSpellWhenHit,HP_ASSUMPTIO,1,50,BF_WEAPON|BF_MAGIC,0;			
4364	Magaleta_Card	Margaretha Sorin Card	IT_CARD	bonus bInt,1;   bonus5 bAutoSpellWhenHit,PR_LEXDIVINA,5,150,BF_MAGIC,1;			
4365	B_Katrinn_Card	High Wizard Card	IT_CARD	bonus bIgnoreMdefRace,RC_NonBoss;   bonus bCastrate,100;   bonus bSPrecovRate,-100;			
4366	Katrinn_Card	Kathryne Keyron Card	IT_CARD	bonus bCastrate,getrefine()*-1;   if(getrefine()>=9) {    bonus bMatkRate,2;   }			
4367	B_Shecil_Card	Sniper Card	IT_CARD	bonus2 bHPDrainRate,50,20;   bonus bHPrecovRate,-10;			
4368	Shecil_Card	Cecil Damon Card	IT_CARD	bonus bAspdRate,5;   bonus bHit,-30;			
4369	Venatu_Card	Venatu Card	IT_CARD	bonus bLuk,readparam(bAgi)/18;			
4370	Dimik_Card	Dimik Card	IT_CARD	bonus bVit,getrefine()-5;			
4371	Archdam_Card	Archdam Card	IT_CARD	bonus bBaseAtk,10;   bonus bCastrate,20;			
4372	Bacsojin_Card	White Lady Card	IT_CARD	bonus bHealPower,30;   bonus bUseSPrate,15;			
4373	Chung_E_Card	Green Maiden Card	IT_CARD	bonus bLuk,getrefine()-5;   bonus bCritical,getrefine();			
4374	Apocalips_H_Card	Vesper Card	IT_CARD	bonus bDex,2;   bonus2 bIgnoreMdefRate,RC_Boss,30;			
4375	Orc_Baby_Card_Card	Orc Baby Card	IT_CARD	if(getrefine()>=9) {    bonus2 bSubEle,Ele_Neutral,15;    bonus bFlee,15;   }   else {    bonus2 bSubEle,Ele_Neutral,10;    bonus bFlee,10;   }			
4376	Lady_Tanee_Card	Lady Tanee Card	IT_CARD	bonus bMaxHPrate,-40;   bonus bMaxSPrate,50;   bonus2 bAddMonsterDropItem,513,200;   bonus2 bAddItemHealRate,513,100;			
4377	Green_Iguana_Card	Grove Card	IT_CARD	bonus3 bAddMonsterDropItem,12063,RC_Formless,50;			
4378	Acidus_Card	Gold Acidus Card	IT_CARD	if(getrefine()<=4) {    bonus bMaxHPrate,8;    bonus bMaxSPrate,8;    bonus bHPrecovRate,5;    bonus bSPrecovRate,5;   }   else {    bonus bMaxHPrate,4;    bonus bMaxSPrate,4;   }			
4379	Acidus__Card	Blue Acidus Card	IT_CARD	if(getrefine()<=4) {    bonus bSPrecovRate,5;    bonus bMaxSP,80;   }   else {    bonus bMaxSP,40;   }			
4380	Ferus_Card	Red Ferus Card	IT_CARD	bonus2 bSkillAtk,WZ_FIREPILLAR,5;   bonus2 bSkillAtk,WZ_METEOR,5;			
4381	Ferus__Card	Green Ferus Card	IT_CARD	bonus bVit,1;   bonus bMaxHPrate,10;			
4382	Novus__Card	Yellow Novus Card	IT_CARD	bonus bMaxHP,500;   bonus bHPrecovRate,10;			
4383	Novus_Card	Red Novus Card	IT_CARD	bonus3 bAddEffWhenHit,Eff_Confusion,3000,ATF_TARGET|ATF_SELF;			
4384	Hydro_Card	Hydrolancer Card	IT_CARD	bonus3 bAutoSpell,SA_SPELLBREAKER,1,100;			
4385	Dragon_Egg_Card	Dragon Egg Card	IT_CARD	bonus3 bAddMonsterDropItem,12048,RC_Dragon,50;			
4386	Detale_Card	Detardeurus Card	IT_CARD	bonus bMdef,-20;   bonus2 bResEff,Eff_Freeze,10000;   bonus5 bAutoSpellWhenHit,SA_LANDPROTECTOR,1,70,BF_MAGIC,0;			
4387	Ancient_Mimic_Card	Ancient Mimic Card	IT_CARD	bonus bAgi,readparam(bLuk)/18;			
4388	Deathword_Card	Death Word Card	IT_CARD	bonus2 bSkillAtk,MG_NAPALMBEAT,5;   bonus2 bSkillAtk,MG_SOULSTRIKE,5;   bonus2 bSkillAtk,HW_NAPALMVULCAN,5;			
4389	Plasma_Card	Plasma Card	IT_CARD	bonus2 bAddMonsterDropItem,12118,50;   bonus2 bAddMonsterDropItem,12119,50;   bonus2 bAddMonsterDropItem,12120,50;   bonus2 bAddMonsterDropItem,12121,50;			
4390	Breeze_Card	Breeze Card	IT_CARD	bonus bBaseAtk,5;   bonus2 bAddEff,Eff_Bleeding,500;			
4391	Retribution_Card	Baroness of Retribution Card	IT_CARD	bonus3 bAddMonsterDropItem,12068,RC_Angel,50;			
4392	Observation_Card	Dame of Sentinel Card	IT_CARD	bonus bDex,readparam(bVit)/18;			
4393	Shelter_Card	Mistress of Shelter Card	IT_CARD	bonus bInt,readparam(bStr)/18;			
4394	Solace_Card	Lady Solace Card	IT_CARD	if(BaseJob==Job_Priest) bonus3 bAutoSpell,CR_GRANDCROSS,5,20;			
4395	Tha_Maero_Card	Maero of Thanatos Card	IT_CARD	bonus bBaseAtk,5;   bonus3 bAutoSpell,AL_DECAGI,3,50;			
4396	Tha_Odium_Card	Odium of Thanatos Card	IT_CARD	bonus bAgi,getrefine()-5;			
4397	Tha_Despero_Card	Despero of Thanatos Card	IT_CARD	bonus bInt,getrefine()-6;			
4398	Tha_Dolor_Card	Dolor of Thanatos Card	IT_CARD	bonus2 bMagicAddRace,RC_Angel,10;			
4399	Thanatos_Card	Memory of Thanatos Card	IT_CARD	bonus bDefRatioAtkRace, RC_All;   bonus bSPDrainValue,-1;   bonus bDef,-30;   bonus bFlee,-30;			
4400	Aliza_Card	Aliza Card	IT_CARD	bonus3 bAutoSpellWhenHit,DC_WINKCHARM,1,50+50*(BaseJob==Job_Dancer);			
4401	Alicel_Card	Alicel Card	IT_CARD	bonus bFlee,10;   bonus bDef,-5;			
4402	Aliot_Card	Aliot Card	IT_CARD	if(BaseClass==Job_Swordman||BaseClass==Job_Merchant||BaseClass==Job_Thief) {    bonus bStr,2;    bonus bMaxHPrate,5;   }   if(BaseClass==Job_Mage||BaseClass==Job_Archer||BaseClass==Job_Acolyte) {    bonus bInt,2;    bonus bMaxSPrate,5;   }			
4403	Kiel_Card	Kiel-D-01 Card	IT_CARD	bonus bDelayrate,-30;			
4404	Skogul_Card	Skogul Card	IT_CARD	bonus3 bAddEffWhenHit,Eff_Bleeding,3000,ATF_TARGET|ATF_SELF;			
4405	Frus_Card	Frus Card	IT_CARD	bonus bMagicDamageReturn,getrefine()*2;   if(BaseClass==Job_Mage) bonus bMdef,3;			
4406	Skeggiold_Card	Skeggiold Card	IT_CARD	bonus2 bMagicAddRace,RC_Demon,2;			
4407	Randgris_Card	Randgris Card	IT_CARD	bonus bUnbreakableWeapon,0;   bonus2 bAddRace, RC_All, 10;   bonus3 bAutoSpell,SA_DISPELL,1,50;			
4408	Gloom_Under_Night_Card	Gloom Under Night Card	IT_CARD	bonus2 bAddEle,Ele_Holy,40;   bonus2 bAddEle,Ele_Dark,40;   bonus2 bAddRace,RC_Angel,40;   bonus2 bAddRace,RC_Demon,40;			
4409	Agav_Card	Agav Card	IT_CARD	bonus bMatkRate,5;   bonus bDef,-10;   if(BaseClass==Job_Mage) bonus bMaxSP,100;			
4410	Echio_Card	Echio Card	IT_CARD	bonus bBaseAtk,15;   if(BaseClass==Job_Swordman) bonus bMaxHP,500;			
4411	Vanberk_Card	Vanberk Card	IT_CARD	bonus bStr,2;   autobonus "{ bonus bCritical,100; }",5,5000,0,"{ specialeffect(EF_ENHANCE, AREA, playerattached()); }";			
4412	Isilla_Card	Isilla Card	IT_CARD	bonus bInt,2;   autobonus "{ bonus bCastrate,-50; bonus bFlee,30; }",50,5000,BF_MAGIC,"{ specialeffect(EF_SUFFRAGIUM, AREA, playerattached()); }";			
4413	Hodremlin_Card	Hodremlin Card	IT_CARD	bonus2 bSubSize,Size_Small,15;   bonus2 bSubSize,Size_Medium,15;   bonus2 bSubSize,Size_Large,15;   autobonus2 "{ bonus bFlee2,30; }",3,10000,BF_WEAPON|BF_MAGIC,"{ specialeffect(EF_WIND, AREA, playerattached()); }";			
4414	Seeker_Card	Seeker Card	IT_CARD	skill MG_STONECURSE,1;   bonus2 bResEff,Eff_Stone,3000;   bonus bMdef,10;			
4415	Snowier_Card	Snowier Card	IT_CARD	bonus2 bAddMonsterDropItem,536,2000;   bonus2 bAddItemHealRate,536,100;			
4416	Siroma_Card	Siroma Card	IT_CARD	bonus2 bSkillAtk,MG_COLDBOLT,25;   bonus2 bCastrate,MG_COLDBOLT,-25;			
4417	Ice_Titan_Card	Ice Titan Card	IT_CARD	bonus bVit,2;   autobonus2 "{ bonus bDef,10; }",3,10000,BF_WEAPON|BF_MAGIC,"{ specialeffect(EF_FREEZED, AREA, playerattached()); }";			
4418	Gazeti_Card	Gazeti Card	IT_CARD	bonus3 bAutoSpell,MG_COLDBOLT,2,100;			
4419	Ktullanux_Card	Ktullanux Card	IT_CARD	bonus2 bAddEle,Ele_Fire,50;   bonus5 bAutoSpellWhenHit,WZ_FROSTNOVA,10,20,BF_WEAPON|BF_MAGIC,0;			
4420	Muscipular_Card	Muscipular Card	IT_CARD	bonus3 bAutoSpellWhenHit,AL_HEAL,1,100;   bonus3 bAutoSpellWhenHit,AL_INCAGI,1,100;			
4421	Drosera_Card	Drosera Card	IT_CARD	if(getiteminfo(getequipid(EQI_HAND_R),9)>3) bonus bCritical,15;			
4422	Roween_Card	Roween Card	IT_CARD	bonus bFlee,5;   bonus bFlee2,3;   bonus2 bAddEle,Ele_Water,10;   bonus2 bCriticalAddRace,RC_Fish,15;			
4423	Galion_Card	Galion Card	IT_CARD	bonus bHit,5;   bonus2 bAddEle,Ele_Water,5;			
4424	Stapo_Card	Stapo Card	IT_CARD	skill TF_PICKSTONE,1;   skill TF_THROWSTONE,1;			
4425	Atroce_Card	Atroce Card	IT_CARD	bonus bBaseAtk,25;   autobonus "{ bonus bAspdRate,100; }",5,10000,0,"{ specialeffect(EF_POTION_BERSERK, AREA, playerattached()); }";			
4426	Byorgue_Card	Byorgue Card	IT_CARD	if (BaseJob == Job_Rogue) {    bonus bMatkRate,10;    bonus2 bAddRace, RC_All, 10;   }			
4427	Sword_Guardian_Card	Sword Guardian Card	IT_CARD	if(getiteminfo(getequipid(EQI_HAND_R),11)==2||getiteminfo(getequipid(EQI_HAND_R),11)==3) {    bonus bHit,5;    bonus bCritical,5;    bonus2 bSkillAtk,62,25;   }			
4428	Bow_Guardian_Card	Bow Guardian Card	IT_CARD	if(getiteminfo(getequipid(EQI_HAND_R),11)==11) {    bonus bHit,5;    bonus bCritical,5;    bonus2 bSkillAtk,47,50;   }			
4429	Salamander_Card	Salamander Card	IT_CARD	bonus2 bSkillAtk,WZ_FIREPILLAR,40;   bonus2 bSkillAtk,WZ_METEOR,40;			
4430	Ifrit_Card	Ifrit Card	IT_CARD	bonus bBaseAtk,(JobLevel/10);   bonus bCritical,(JobLevel/10);   bonus bHit,(JobLevel/10);   bonus3 bAutoSpellWhenHit,NPC_EARTHQUAKE,2,10;			
4431	Kasa_Card	Kasa Card	IT_CARD	bonus3 bAutoSpell,MG_FIREBALL,5,20;   bonus3 bAutoSpell,MG_FIREBOLT,5,20;			
4432	Magmaring_Card	Magmaring Card	IT_CARD	bonus bBaseAtk,5;   bonus2 bAddEle,Ele_Earth,10;   bonus2 bCriticalAddRace,RC_Brute,15;			
4433	Imp_Card	Imp Card	IT_CARD	bonus2 bSkillAtk,MG_FIREBOLT,25;   bonus2 bCastrate,MG_FIREBOLT,-25;			
4434	Knocker_Card	Knocker Card	IT_CARD	bonus2 bAddRace,RC_Formless,5;   bonus3 bAddMonsterDropItem,756,RC_Formless,10;   bonus3 bAddMonsterDropItem,757,RC_Formless,10;			
4435	Zombie_Slaughter_Card	Zombie Slaughter Card	IT_CARD	bonus2 bAddRace,RC_DemiPlayer,1;   bonus2 bMagicAddRace,RC_DemiPlayer,1;   bonus bHPGainValue,50;			
4436	Ragged_Zombie_Card	Ragged Zombie Card	IT_CARD	bonus2 bCriticalAddRace,RC_DemiPlayer,5;   bonus2 bAddRace,RC_DemiPlayer,1;   bonus2 bMagicAddRace,RC_DemiPlayer,1;   bonus2 bAddEff2,Eff_Bleeding,10;			
4437	Hell_Poodle_Card	Hell Poodle Card	IT_CARD	bonus bHit,1;   bonus2 bAddItemHealRate,517,100;   bonus3 bAddEff,Eff_Bleeding,50,ATF_SHORT;			
4438	Banshee_Card	Banshee Card	IT_CARD	if(BaseClass==Job_Mage) {    bonus bMaxSP,100;    bonus bMaxHP,-100;    bonus2 bSkillAtk,MG_NAPALMBEAT,20;    bonus2 bSkillAtk,MG_SOULSTRIKE,20;    bonus2 bSkillAtk,HW_NAPALMVULCAN,20;   }			
